Text,Type
สีลิปสติกที่ชอบของ 4U2 คือสี 1. สีส้มอมน้ำตาล 2.สีพีช 3.ชมพูกระปิ 4.สีแดงมะเหมี่ยว,Pos
น้องวอสการ์ น้องชูชิ น้องหงษ์ทอง น้องเมลาเดี่ยน 55+++แม่มันชอบกิน,Pos
หลายพรรคเน้นเอาคนรุ่นใหม่(ที่หน้าตาดี) มาลงสมัครเลือกตั้ง หวังจะมาดึงคะแนนจากวัยรุ่น แต่ว่าสมัยนี้ข้อมูลหากันไม่ยาก ยิ่งลูกหลานคนดังด้วยแล้ว ถ้าไม่ดีจริงอย่าเอามาสมัครเลย มีแต่จะเสียชื่อเปล่าๆ 🙄🙄 โดยเฉพาะ พท. เนี่ย,Neg
น่ารักมากเลยค่ะหนวดเป็นสีขาว อิอิ,Pos
ท่ดดๆ เค้าเผลอจริงจังไป 55555555555 xD,Pos
Hotpotไม่อร่อย,Neg
ได้ครับ,Pos
นาวาร่าครับ ติได้เพราะเคยใช้,Neg
ลงทะเบียนเรียบร้อยค่ะ,Pos
หิวมากกก,Pos
ว้าว เพิ่งเห็นเวลาเปิดรถ มีไฟด้วย!! #ToyotaCHR .... แต่พุทโถ้วว ทุเรศทุรัง ตัวท๊อปสุด แบะก็ยังไม่มีไฟฟ้า ต้องไถตูดเอา .... 😒😒😒,Neg
แค่บุหรี่ไฟฟ้า กูละงึด กลัวบุหรีขายไม่ได้ล้ะสึสึด ใครออกกฏ,Neg
โอ้เย้ลีโอเบียร์,Pos
รถสตาร์ทไม่ติดซะแล้ว แง้ อะไหล่มาสด้าก็แพงด้วย ขอให้เป็นที่แบต เพราะถ้าเป็นที่อย่างอื่นก็ขอลาตรงนี้ ....,Neg
รัฐไม่ยอมไง กินภาษีมืดอยุ่,Neg
สู้ๆคัฟพี่👍👍👍👍👍,Pos
เราขับ crv ไม่เตี้ยนะ .... ไฟฟอร์จูนเนอร์ยังทิ่มตาเราทะลุได้เลย ㅠㅠㅠㅠㅠ X3 ก็ไม่เตี้ย กระจกมองหลังรอดเพราะมันเบลนเขีย…,Neg
กากจริงๆ โทรไปต้องรอช่างว่างก่อน ก็จ้างช่างเป็นกะสิครับ ให้เค้าเวียนกันบริการให้ทั่วถึง 24 ชั่วโมง อย่างงี้รอชาติหน้าสิครับจะได้แก้ไข บางคนเค้าว่างเสาร์อาทิตย์เพราะวันอื่นต้องทำงาน แล้วค่าเน็ตกูก็จ่ายครบทำไมกูได้ใช้เน็ตไม่ครบอะ เอาเปรียบผู้บริโภคนะ ส่งข้อความถึงผู้บริหารสูงๆด้วยนะไม่ใช่ให้แอดมินอ่านแล้วก็เงียบ แก้ปัญหาการบริการไม่ดี เสียทีต้องรอช่างว่าง ซึ่งเน็ตเสียไม่ใช่ความผิดกู ความผิดมึงล้วนๆ,Neg
ชอบดื่ม #Absolut แบบไหนกันบอกได้ จะได้จัดให้ถูก :) #AbsolutThailand,Pos
พวกเห็นแก่ตัวทั้งหลายครับเสียผลประโยช😂,Neg
ไม่เอาล้าวไม่มีตังง,Neg
แดกไหม,Pos
เรื่องกินนี่ไม่เคยปฏิเสธกันเลยยยยยยย 5555555,Pos
ตอนนี้คือหลงmaybelline fit meมาก ถีบหัวส่งnarsไปเลย คุมมันนานกว่า พิสูจน์จากการลงไปอยู่กลางเบย์ หน้าเยิ้มน้อยกว่าna…,Neg
ไปก้อไม่ได้ใช้สิทธิ์ เพราะพนักงานบอกสิทธิ์กี่ครั้งก้อเหมือนเดิม อย่าโปรมากเรย@เสียความรู้👎👎👎👎👎,Neg
สู้ๆคะพี่,Pos
ครอบครัวที่สมควรสมัครที่สุด,Pos
นึกว่าโดนข้อหาฆ่าคนตายโดยเจตนา! ่กุก็ไม่ชอบหรอกนะบุหรี่ธรรมดาบุหรี่ไฟฟ้าห่าอะไรเนี่ย แต่มึงก็เกินไปป่าววะจับปรับก็พอมั้ง ทีอีเปรี้ยวแม่งสะดวกสบายทุกอย่าง,Neg
นี่กูยังไม่กล้าใช้ลิปอินนิสฟรีวนว เลย รีวิวหน้าบุบไง กลัว 555,Neg
